Date,Bay,TrapEffort,Precip,Tmin,Tmax,LunarBright
12/14/05,37,0,NA,NA,NA,0.98
12/15/05,37,320,6.7,-1,12,1
12/16/05,37,160,1.9,-1,13,1
12/17/05,37,0,NA,NA,NA,0.97
12/18/05,37,320,16.6,1.5,13.5,0.94
12/19/05,37,0,NA,NA,NA,0.88
12/20/05,37,320,0.1,0,13,0.82
12/21/05,37,0,NA,NA,NA,0.74
12/22/05,37,320,0,-4,12,0.65
12/23/05,37,0,NA,NA,NA,0.56
12/24/05,37,320,0,-4,16,0.46
12/25/05,37,160,15.8,10,18,0.37
12/26/05,37,0,NA,NA,NA,0.27
12/27/05,37,320,0,-1,16,0.19
12/28/05,37,0,NA,NA,NA,0.11
12/29/05,37,320,72.6,4,18.5,0.05
12/30/05,37,0,NA,NA,NA,0.01
12/31/05,37,320,0,1,19,0
1/1/06,37,0,NA,NA,NA,0.02
1/2/06,37,320,12.1,2,19,0.06
1/3/06,37,160,30,2,19,0.13
1/4/06,37,0,NA,NA,NA,0.22
1/5/06,37,320,0.4,4,21,0.33
1/6/06,37,0,NA,NA,NA,0.44
1/7/06,37,320,0.1,-1,20,0.55
1/8/06,37,0,NA,NA,NA,0.65
1/9/06,37,320,0,0.5,18,0.75
1/10/06,37,0,NA,NA,NA,0.83
1/11/06,37,320,0,7,21,0.9
1/12/06,37,160,0.5,11,24.5,0.95
1/13/06,37,0,NA,NA,NA,0.98
1/14/06,37,320,5.4,5,21,1
1/15/06,37,0,NA,NA,NA,0.99
1/16/06,37,320,0,0,14,0.97
1/17/06,37,0,NA,NA,NA,0.93
1/18/06,37,320,15.2,4,21.5,0.87
1/19/06,37,160,0,-1,12,0.81
1/20/06,37,0,NA,NA,NA,0.73
1/21/06,37,0,NA,NA,NA,0.64
1/22/06,37,480,0.7,1,24,0.54
1/23/06,37,0,NA,NA,NA,0.44
1/24/06,37,320,4.9,7.5,19,0.34
1/25/06,37,0,NA,NA,NA,0.25
1/26/06,37,320,0,-2,19,0.16
1/27/06,37,0,NA,NA,NA,0.08
1/28/06,37,320,0,-1,18,0.03
1/29/06,37,0,NA,NA,NA,0
1/30/06,37,320,13.3,7,19,0.01
1/31/06,37,160,2.2,5,20,0.04
2/1/06,37,0,NA,NA,NA,0.1
2/2/06,37,320,0,-1,16.5,0.18
2/3/06,37,160,7.4,12,18,0.28
2/4/06,37,0,NA,NA,NA,0.39
2/5/06,37,320,0.6,1,20,0.49
2/6/06,37,0,NA,NA,NA,0.6
2/7/06,37,320,1.2,0,12,0.7
2/8/06,37,0,NA,NA,NA,0.78
2/9/06,37,320,0,-2.5,14,0.86
2/10/06,37,0,NA,NA,NA,0.92
2/11/06,37,0,NA,NA,NA,0.96
2/12/06,37,480,10.9,-2,15,0.99
2/13/06,37,0,NA,NA,NA,1
2/14/06,37,320,0,-3,14,0.99
2/15/06,37,0,NA,NA,NA,0.96
2/16/06,37,320,0,-3,24,0.92
2/17/06,37,0,NA,NA,NA,0.86
2/18/06,37,320,0,-3,25,0.79
2/19/06,37,0,NA,NA,NA,0.71
2/20/06,37,320,0.6,4,17,0.61
2/21/06,37,160,4.4,4,14,0.51
2/22/06,37,160,0.3,7,18,0.41
2/23/06,37,160,7.8,7,18,0.3
2/24/06,37,160,6,5,19,0.2
2/25/06,37,0,NA,NA,NA,0.12
2/26/06,37,320,43.2,6,19,0.05
2/27/06,37,0,NA,NA,NA,0.01
2/28/06,37,320,0.2,-3,24,0
3/1/06,37,0,NA,NA,NA,0.02
3/2/06,37,320,0,7,26,0.07
3/3/06,37,0,NA,NA,NA,0.14
3/4/06,37,320,0,1,23,0.23
3/5/06,37,0,NA,NA,NA,0.33
3/6/06,37,320,0.2,2,24,0.44
3/7/06,37,0,NA,NA,NA,0.54
3/8/06,37,320,0,1,23,0.64
3/9/06,37,0,NA,NA,NA,0.73
3/10/06,37,320,0,4,25.5,0.81
3/11/06,37,0,NA,NA,NA,0.88
3/12/06,37,320,1.2,15,29,0.93
3/13/06,37,0,NA,NA,NA,0.97
3/14/06,37,320,6.8,16,31,0.99
3/15/06,37,0,NA,NA,NA,1
3/16/06,37,320,0,3,26,0.99
3/17/06,37,0,NA,NA,NA,0.96
3/18/06,37,320,0,3,27,0.91
3/19/06,37,0,NA,NA,NA,0.84
3/20/06,37,320,0,5,19,0.76
3/21/06,37,160,31.8,6,13,0.67
3/22/06,37,160,0.3,5,16,0.57
3/23/06,37,0,NA,NA,NA,0.46
3/24/06,37,320,0.6,2,15,0.35
3/25/06,37,0,NA,NA,NA,0.24
3/26/06,37,320,0,-1,16,0.15
3/27/06,37,0,NA,NA,NA,0.07
3/28/06,37,320,0.1,-1,19,0.02
3/29/06,37,0,NA,NA,NA,0
3/30/06,37,320,0,8,21,0.01
3/31/06,37,0,NA,NA,NA,0.05
4/1/06,37,320,1.8,11,29,0.11
4/2/06,37,0,NA,NA,NA,0.18
4/3/06,37,320,1.6,13,31,0.28
4/4/06,37,0,NA,NA,NA,0.37
4/5/06,37,320,0.2,5,31,0.47
4/6/06,37,0,NA,NA,NA,0.57
4/7/06,37,320,0,6,28,0.66
4/8/06,37,0,NA,NA,NA,0.75
4/9/06,37,320,17.2,10,29.5,0.83
4/10/06,37,0,NA,NA,NA,0.89
4/11/06,37,320,0,4,23,0.94
4/12/06,37,0,NA,NA,NA,0.98
4/13/06,37,320,0,9,29,1
4/14/06,37,0,NA,NA,NA,1
4/15/06,37,320,0,15,32,0.98
4/16/06,37,0,NA,NA,NA,0.94
4/17/06,37,320,0,16,33,0.88
4/18/06,37,0,NA,NA,NA,0.8
4/19/06,37,320,2,12,30,0.71
4/20/06,37,0,NA,NA,NA,0.61
4/21/06,37,320,6.6,15,30,0.49
4/22/06,37,0,NA,NA,NA,0.38
4/23/06,37,320,5.4,17,31,0.27
4/24/06,37,0,NA,NA,NA,0.17
4/25/06,37,320,0,15,33,0.09
4/26/06,37,0,NA,NA,NA,0.04
4/27/06,37,320,36,17,33,0.01
4/28/06,37,160,0,9,25,0
4/29/06,37,160,0,9,29,0.03
4/30/06,37,0,NA,NA,NA,0.07
5/1/06,37,320,0,8,23,0.14
5/2/06,37,0,NA,NA,NA,0.22
5/3/06,37,320,0,7,33,0.31
5/4/06,37,160,0,14,33,0.4
5/5/06,37,160,0.6,17,32,0.5
5/6/06,37,160,6.4,17,33,0.6
5/7/06,37,160,1.6,13,30,0.69
5/8/06,37,160,3,14,24,0.77
5/9/06,37,160,0.2,14,24,0.84
5/10/06,37,160,0,13,21,0.91
5/11/06,37,160,0,17.5,26,0.96
5/12/06,37,160,0,9,26,0.99
5/13/06,37,160,0,9,26,1
5/14/06,37,160,7.2,15.5,29,0.99
5/15/06,37,160,5.5,15,29,0.96
5/16/06,37,160,0,9,26,0.9
5/17/06,37,160,0,10,29,0.83
5/18/06,37,160,0,10,30,0.74
5/19/06,37,160,10,10,28,0.63
5/20/06,37,160,0,10,30,0.52
5/21/06,37,160,0,21,32,0.41
5/22/06,37,160,0,18,33,0.3
5/23/06,37,160,0,18,32,0.2
5/24/06,37,160,0,16.5,30.5,0.11
5/25/06,37,160,0,22,36,0.05
5/26/06,37,160,0,20,36,0.01
5/27/06,37,160,0,24,36,0
5/28/06,37,160,0.2,21,35,0.01
5/29/06,37,160,0,18,36,0.05
5/30/06,37,160,0,17,38,0.1
5/31/06,37,160,0,17,29,0.17
6/1/06,37,0,NA,NA,NA,0.25
6/2/06,37,320,0,19,36,0.34
6/3/06,37,160,33.7,21,33,0.43
6/4/06,37,160,0,16,33,0.52
6/5/06,37,0,NA,NA,NA,0.62
6/6/06,37,320,0,13,31,0.71
6/7/06,37,160,0,13,35,0.79
6/8/06,37,160,0,18,35,0.87
6/9/06,37,160,0,17,34,0.93
6/10/06,37,160,0,17,36,0.97
6/11/06,37,160,0,20,39,0.99
6/12/06,37,160,0,24,39,1
6/13/06,37,160,13.7,20,36,0.97
6/14/06,37,160,92.6,20,29,0.92
6/15/06,37,0,NA,NA,NA,0.85
6/16/06,37,320,0,17,32,0.76
6/17/06,37,0,NA,NA,NA,0.66
6/18/06,37,320,0,15,37,0.54
6/19/06,37,0,NA,NA,NA,0.43
6/20/06,37,320,0,16,37,0.32
6/21/06,37,0,NA,NA,NA,0.22
6/22/06,37,320,0,20,39,0.14
6/23/06,37,0,NA,NA,NA,0.07
6/24/06,37,320,0,21.5,37,0.03
6/25/06,37,0,NA,NA,NA,0
6/26/06,37,320,15.3,19,35,0.01
6/27/06,37,160,4.2,22,30,0.03
6/28/06,37,160,0,20,30,0.07
6/29/06,37,160,2.7,19,28,0.12
6/30/06,37,0,NA,NA,NA,0.19
7/1/06,37,320,0,18,39,0.27
7/2/06,37,0,NA,NA,NA,0.36
7/3/06,37,320,0,20,37,0.46
7/4/06,37,0,NA,NA,NA,0.55
7/5/06,37,320,0,21,37,0.65
7/6/06,37,0,NA,NA,NA,0.74
7/7/06,37,320,3.5,20,37,0.82
7/8/06,37,0,NA,NA,NA,0.89
7/9/06,37,320,0,15,34,0.95
7/10/06,37,0,NA,NA,NA,0.99
7/11/06,37,320,0,18,36,1
7/12/06,37,0,NA,NA,NA,0.98
7/13/06,37,320,0,20,35,0.94
7/14/06,37,0,NA,NA,NA,0.87
7/15/06,37,320,0,26,38,0.78
7/16/06,37,0,NA,NA,NA,0.68
7/17/06,37,320,14,22,37,0.57
7/18/06,37,0,NA,NA,NA,0.46
7/19/06,37,320,0,21,41,0.35
7/20/06,37,0,NA,NA,NA,0.25
7/21/06,37,320,0.7,22,39,0.16
7/22/06,37,0,NA,NA,NA,0.09
7/23/06,37,320,25.5,22,36,0.04
2/24/04,119,0,NA,NA,NA,0.16
2/25/04,119,96,1.2,6,14,0.24
2/26/04,119,48,56,1,5,0.32
2/27/04,119,48,2.3,1,4,0.41
2/28/04,119,48,0,-1,10,0.51
2/29/04,119,48,0,2,17,0.6
3/1/04,119,48,0,3,21,0.69
3/2/04,119,48,0,10,24,0.78
3/3/04,119,48,0,10,27,0.85
3/4/04,119,48,0,14,28,0.92
3/5/04,119,48,0,15,28,0.96
3/6/04,119,48,0,16,29,0.99
3/7/04,119,48,0.3,10,23,1
3/8/04,119,48,0,5,26,0.98
3/9/04,119,48,0,1,26,0.94
3/10/04,119,48,1.8,4,15,0.87
3/11/04,119,48,0,-1,16,0.79
3/12/04,119,48,0,5,20,0.69
3/13/04,119,48,0,1,28,0.58
3/14/04,119,48,0,6,21,0.46
3/15/04,119,48,0,13,25,0.35
3/16/04,119,48,1.5,15,27,0.25
3/17/04,119,48,0,5,22,0.16
3/18/04,119,48,0,3,21,0.09
3/19/04,119,48,0,8,27,0.04
3/20/04,119,48,0,10,28,0.01
3/21/04,119,48,3.2,14,26,0
3/22/04,119,48,0,1,20,0.02
3/23/04,119,48,0,0,14,0.05
3/24/04,119,48,0,0,17,0.11
3/25/04,119,48,0,7,22,0.17
3/26/04,119,48,0,8,25,0.25
3/27/04,119,48,0,12,27,0.34
3/28/04,119,48,0,11,29,0.43
3/29/04,119,48,0,10,30,0.52
3/30/04,119,48,1.8,9,24,0.62
3/31/04,119,48,5.8,8,16,0.71
4/1/04,119,48,0,2,13,0.8
4/2/04,119,48,0,2,18,0.87
4/3/04,119,48,0,2,20,0.94
4/4/04,119,48,0,5,23,0.98
4/5/04,119,48,0,0,22,1
4/6/04,119,48,0,3,20,0.99
4/7/04,119,48,0,4,24,0.96
4/8/04,119,48,0.8,9,28,0.9
4/9/04,119,48,0.6,9,25,0.82
4/10/04,119,48,0.1,8,29,0.72
4/11/04,119,48,0,8,31,0.61
4/12/04,119,48,7.9,17,31,0.5
4/13/04,119,48,6.7,16,26,0.38
4/14/04,119,48,0,6,27,0.28
4/15/04,119,48,0,2,20,0.19
4/16/04,119,48,0,5,27,0.11
4/17/04,119,48,0,7,28,0.06
4/18/04,119,48,0,11,29,0.02
4/19/04,119,48,0,11,30,0
4/20/04,119,48,0,11,30,0
4/21/04,119,48,0,13,31,0.03
4/22/04,119,48,0,13,31,0.07
4/23/04,119,48,0,14,32,0.12
4/24/04,119,48,0,13,32,0.19
4/25/04,119,48,0,15,34,0.27
4/26/04,119,48,0,14,34,0.36
4/27/04,119,48,13.9,12,31,0.45
4/28/04,119,48,0,5,23,0.55
4/29/04,119,48,0,9,28,0.65
4/30/04,119,48,0,13,27,0.74
5/1/04,119,48,1.8,13,27,0.83
5/2/04,119,48,1.8,20,31,0.91
5/3/04,119,48,19,13,29,0.96
5/4/04,119,48,0,7,22,0.99
5/5/04,119,48,0,7,26,1
5/6/04,119,48,0,7,29,0.97
5/7/04,119,48,0,13,33,0.92
5/8/04,119,48,0,13,34,0.84
5/9/04,119,48,0,15,31,0.75
5/10/04,119,48,0,12,32,0.64
5/11/04,119,48,0,16,30,0.53
5/12/04,119,48,3.4,17,30,0.42
5/13/04,119,48,11.4,17,29,0.32
5/14/04,119,48,0,15,31,0.22
5/15/04,119,48,0,15,31,0.15
5/16/04,119,48,0.4,13,31,0.08
5/17/04,119,48,0,12,31,0.04
5/18/04,119,48,0,16,31,0.01
5/19/04,119,48,0,16,31,0
5/20/04,119,156,1,17,31,0.01
5/21/04,119,156,0,18,33,0.04
5/22/04,119,156,0,19,35,0.08
5/23/04,119,156,4.6,19,35,0.14
5/24/04,119,156,0,14,36,0.21
5/25/04,119,156,0,19,35,0.3
5/26/04,119,156,0,19,35,0.39
5/27/04,119,156,0,20,35,0.49
5/28/04,119,156,0,23,34,0.59
5/29/04,119,156,7.3,19,34,0.69
5/30/04,119,156,0,20,32,0.79
5/31/04,119,156,0,23,35,0.88
6/1/04,119,156,0,18,35,0.94
6/2/04,119,156,1.4,19,33,0.99
6/3/04,119,156,0,19,34,1
6/4/04,119,156,3,19,39,0.98
6/5/04,119,156,0,19,33,0.94
6/6/04,119,156,0,18,33,0.87
6/7/04,119,156,0,17,34,0.78
6/8/04,119,156,0,17,35,0.67
6/9/04,119,156,5.9,17,30,0.57
6/10/04,119,156,10.5,19,29,0.46
6/11/04,119,156,0,20,32,0.36
6/12/04,119,156,0,22,35,0.27
6/13/04,119,156,23.4,21,38,0.18
6/14/04,119,156,0,21,38,0.12
6/15/04,119,156,2.8,21,30,0.06
6/16/04,119,156,0,21,33,0.02
6/17/04,119,156,0,22,33,0
6/18/04,119,156,0,23,43,0
6/19/04,119,156,2.2,25,37,0.02
6/20/04,119,156,0,21,35,0.05
6/21/04,119,156,0,21,35,0.1
6/22/04,119,156,16,20,32,0.17
6/23/04,119,156,6.7,21,32,0.25
6/24/04,119,156,0.5,21,31,0.34
6/25/04,119,156,0.4,20,33,0.44
6/26/04,119,156,7.2,21,33,0.55
6/27/04,119,156,0,21,31,0.65
6/28/04,119,156,19.2,20,32,0.76
6/29/04,119,156,6,21,30,0.85
6/30/04,119,156,0,20,32,0.92
7/1/04,119,156,49.9,20,33,0.97
7/2/04,119,156,0.1,21,29,1
7/3/04,119,156,0,21,31,0.99
7/4/04,119,156,0,21,32,0.95
7/5/04,119,156,0,22,34,0.89
7/6/04,119,156,0,22,39,0.81
7/7/04,119,156,0,22,35,0.72
7/8/04,119,156,0,23,34,0.61
7/9/04,119,156,5.6,21,34,0.51
7/10/04,119,156,0,21,34,0.41
7/11/04,119,156,0,22,35,0.32
7/12/04,119,156,0,21,37,0.23
7/13/04,119,156,0,22,36,0.16
7/14/04,119,156,0,23,36,0.1
7/15/04,119,156,0,23,37,0.05
7/16/04,119,156,0,18,35,0.02
7/17/04,119,156,0,20,34,0
7/18/04,119,156,2,21,34,0.01
7/19/04,119,156,1,21,30,0.03
7/20/04,119,156,0,18,33,0.07
7/21/04,119,156,0,19,34,0.13
7/22/04,119,156,0,20,35,0.21
7/23/04,119,156,0,22,36,0.3
7/24/04,119,156,0.4,21,37,0.4
7/25/04,119,156,16.2,21,36,0.51
7/26/04,119,156,0,21,31,0.62
7/27/04,119,156,0,22,33,0.73
7/28/04,119,156,5.8,21,35,0.82
7/29/04,119,0,NA,NA,NA,0.91
7/30/04,119,0,NA,NA,NA,0.96
7/31/04,119,0,NA,NA,NA,0.99
8/1/04,119,0,NA,NA,NA,1
8/2/04,119,0,NA,NA,NA,0.97
8/3/04,119,0,NA,NA,NA,0.92
8/4/04,119,0,NA,NA,NA,0.85
8/5/04,119,0,NA,NA,NA,0.76
8/6/04,119,0,NA,NA,NA,0.67
8/7/04,119,0,NA,NA,NA,0.57
8/8/04,119,0,NA,NA,NA,0.47
8/9/04,119,0,NA,NA,NA,0.38
8/10/04,119,0,NA,NA,NA,0.29
8/11/04,119,0,NA,NA,NA,0.21
8/12/04,119,0,NA,NA,NA,0.14
8/13/04,119,0,NA,NA,NA,0.08
8/14/04,119,0,NA,NA,NA,0.04
8/15/04,119,0,NA,NA,NA,0.01
8/16/04,119,0,NA,NA,NA,0
8/17/04,119,0,NA,NA,NA,0.01
8/18/04,119,0,NA,NA,NA,0.05
8/19/04,119,0,NA,NA,NA,0.1
8/20/04,119,0,NA,NA,NA,0.18
8/21/04,119,0,NA,NA,NA,0.26
8/22/04,119,0,NA,NA,NA,0.37
8/23/04,119,0,NA,NA,NA,0.48
8/24/04,119,0,NA,NA,NA,0.59
8/25/04,119,0,NA,NA,NA,0.7
8/26/04,119,0,NA,NA,NA,0.8
8/27/04,119,0,NA,NA,NA,0.89
8/28/04,119,0,NA,NA,NA,0.95
8/29/04,119,0,NA,NA,NA,0.99
8/30/04,119,0,NA,NA,NA,1
8/31/04,119,0,NA,NA,NA,0.98
9/1/04,119,0,NA,NA,NA,0.94
9/2/04,119,0,NA,NA,NA,0.89
9/3/04,119,0,NA,NA,NA,0.81
9/4/04,119,0,NA,NA,NA,0.73
9/5/04,119,0,NA,NA,NA,0.64
9/6/04,119,0,NA,NA,NA,0.54
9/7/04,119,0,NA,NA,NA,0.45
9/8/04,119,0,NA,NA,NA,0.35
9/9/04,119,0,NA,NA,NA,0.27
9/10/04,119,0,NA,NA,NA,0.19
9/11/04,119,0,NA,NA,NA,0.12
9/12/04,119,0,NA,NA,NA,0.06
9/13/04,119,0,NA,NA,NA,0.02
9/14/04,119,0,NA,NA,NA,0
9/15/04,119,0,NA,NA,NA,0
9/16/04,119,0,NA,NA,NA,0.03
9/17/04,119,48,7.7,23,29,0.08
9/18/04,119,48,0.2,17,29,0.15
9/19/04,119,48,0,15,28,0.24
9/20/04,119,48,0,12,25,0.34
9/21/04,119,48,0,13,23,0.45
9/22/04,119,48,0,14,26,0.56
9/23/04,119,48,0,14,29,0.68
9/24/04,119,216,0,18,30,0.78
9/25/04,119,216,0,17,30,0.86
9/26/04,119,216,0,19,27,0.93
9/27/04,119,216,40,29,31,0.98
9/28/04,119,272,51.5,20,27,1
9/29/04,119,272,0,16,29,0.99
9/30/04,119,272,0,17,28,0.97
10/1/04,119,272,0,17,29,0.92
10/2/04,119,272,0.3,21,30,0.86
10/3/04,119,272,0,17,30,0.79
10/4/04,119,272,0,13,30,0.71
10/5/04,119,272,0,14,27,0.62
10/6/04,119,272,0,15,27,0.52
10/7/04,119,272,0,14,24,0.43
10/8/04,119,272,0,10,24,0.33
10/9/04,119,272,1.4,16,24,0.25
10/10/04,119,272,0.4,17,25,0.17
10/11/04,119,272,0,18,26,0.1
10/12/04,119,272,0,17,26,0.04
10/13/04,119,272,4.1,20,27,0.01
10/14/04,119,272,0,12,26,0
10/15/04,119,272,8.4,11,22,0.02
10/16/04,119,272,0,5,17,0.06
10/17/04,119,272,0,10,23,0.12
10/18/04,119,272,0,15,25,0.21
10/19/04,119,272,0,16,27,0.31
10/20/04,119,272,2,16,27,0.42
10/21/04,119,272,0,15,23,0.53
10/22/04,119,272,2.9,15,21,0.65
10/23/04,119,272,0,11,22,0.75
10/24/04,119,272,0,11,21,0.84
10/25/04,119,272,0.8,14,20,0.91
10/26/04,119,272,0,13,24,0.96
10/27/04,119,272,0,11,23,0.99
10/28/04,119,272,0,16,24,1
10/29/04,119,272,0.7,17,21,0.99
10/30/04,119,272,0.2,15,24,0.96
10/31/04,119,272,0,16,28,0.91
11/1/04,119,272,0,14,30,0.85
11/2/04,119,272,0,18,29,0.77
11/3/04,119,272,0,17,29,0.69
11/4/04,119,272,0,21,29,0.6
11/5/04,119,272,8.1,9,24,0.5
11/6/04,119,272,0,5,19,0.41
11/7/04,119,272,0,3,21,0.31
11/8/04,119,272,0,8,22,0.22
11/9/04,119,272,0,7,24,0.14
11/10/04,119,272,0,3,16,0.07
11/11/04,119,272,3.9,6,17,0.03
11/12/04,119,272,0.6,11,21,0
11/13/04,119,272,4.8,12,21,0.01
11/14/04,119,272,0,8,15,0.04
11/15/04,119,272,0,-1,13,0.1
11/16/04,119,272,0,-1,15,0.18
11/17/04,119,272,0,2,18,0.28
11/18/04,119,272,0,4,20,0.39
11/19/04,119,272,0,8,22,0.5
11/20/04,119,272,0,12,22,0.61
11/21/04,119,272,0,14,25,0.71
11/22/04,119,272,0,14,25,0.8
11/23/04,119,272,0,15,22,0.88
11/24/04,119,272,23.2,16,20,0.93
11/25/04,119,272,6.8,11,21,0.97
11/26/04,119,272,0.2,-1,14,1
11/27/04,119,0,NA,NA,NA,1
11/28/04,119,544,18.5,0,12,0.98
11/29/04,119,0,NA,NA,NA,0.95
11/30/04,119,544,0,2,16,0.9
12/1/04,119,272,1,14,20,0.84
12/2/04,119,272,0,0,16,0.76
12/3/04,119,272,0,0,13,0.68
12/4/04,119,272,0,1,16,0.58
12/5/04,119,272,0,1,17,0.48
12/6/04,119,272,0,10,18,0.38
12/7/04,119,272,0,14,21,0.29
12/8/04,119,272,0,11,23,0.19
12/9/04,119,272,0.8,11,24,0.11
12/10/04,119,272,5.7,17,25,0.05
12/11/04,119,272,0,6,22,0.01
12/12/04,119,0,NA,NA,NA,0
12/13/04,119,544,0,2,18,0.02
12/14/04,119,272,0,-3,17,0.07
12/15/04,119,0,NA,NA,NA,0.14
12/16/04,119,544,0,-7,7,0.24
12/17/04,119,0,NA,NA,NA,0.34
12/18/04,119,544,0,-1,15,0.45
12/19/04,119,0,NA,NA,NA,0.56
12/20/04,119,0,NA,NA,NA,0.66
12/21/04,119,816,0,-6,16,0.75
12/22/04,119,0,NA,NA,NA,0.83
12/23/04,119,544,5.2,0,21,0.9
12/24/04,119,272,0,3,22,0.95
12/25/04,119,0,NA,NA,NA,0.98
12/26/04,119,0,NA,NA,NA,1
12/27/04,119,816,18.8,-4,6,1
12/28/04,119,272,0.4,-6,6,0.98
12/29/04,119,0,NA,NA,NA,0.94
12/30/04,119,0,NA,NA,NA,0.89
12/31/04,119,816,0,-2,19,0.82
1/1/05,119,0,NA,NA,NA,0.74
1/2/05,119,544,0,5,22,0.65
1/3/05,119,0,NA,NA,NA,0.56
1/4/05,119,544,0,7,22,0.45
1/5/05,119,0,NA,NA,NA,0.35
1/6/05,119,544,0,8,23,0.25
1/7/05,119,272,0,13,24,0.16
1/8/05,119,272,0,14,24,0.08
1/9/05,119,0,NA,NA,NA,0.03
1/10/05,119,544,0,3,22,0
1/11/05,119,0,NA,NA,NA,0.01
1/12/05,119,544,0,6,22,0.05
1/13/05,119,0,NA,NA,NA,0.11
1/14/05,119,544,23.8,12,25,0.19
1/15/05,119,0,NA,NA,NA,0.29
1/16/05,119,544,0,3,15,0.39
1/17/05,119,0,NA,NA,NA,0.49
1/18/05,119,544,0,-7,12,0.59
1/19/05,119,0,NA,NA,NA,0.69
1/20/05,119,544,0,-9,11,0.77
1/21/05,119,0,NA,NA,NA,0.85
1/22/05,119,544,0,3,18,0.91
1/23/05,119,272,0,-3,14,0.95
1/24/05,119,0,NA,NA,NA,0.98
1/25/05,119,0,NA,NA,NA,1
1/26/05,119,816,0,-11,17,0.99
1/27/05,119,0,NA,NA,NA,0.97
1/28/05,119,544,0,0,20,0.93
1/29/05,119,0,NA,NA,NA,0.87
1/30/05,119,544,14.1,-2,4,0.8
1/31/05,119,0,NA,NA,NA,0.71
2/1/05,119,544,0,-1,12,0.62
2/2/05,119,0,NA,NA,NA,0.51
2/3/05,119,544,15.6,3,10,0.4
2/4/05,119,0,NA,NA,NA,0.3
2/5/05,119,544,0,-2,14,0.2
2/6/05,119,0,NA,NA,NA,0.11
2/7/05,119,544,0,-1,18,0.05
2/8/05,119,0,NA,NA,NA,0.01
2/9/05,119,544,0,2,22,0
2/10/05,119,272,16,7,15,0.02
2/11/05,119,0,NA,NA,NA,0.07
2/12/05,119,0,NA,NA,NA,0.14
2/13/05,119,816,0,-3,17,0.23
2/14/05,119,0,NA,NA,NA,0.32
2/15/05,119,544,4.9,6,19,0.42
2/16/05,119,0,NA,NA,NA,0.52
2/17/05,119,544,0,8,19,0.62
2/18/05,119,0,NA,NA,NA,0.71
2/19/05,119,544,0,-4,16,0.79
2/20/05,119,0,NA,NA,NA,0.86
2/21/05,119,544,6.9,4,19,0.92
2/22/05,119,272,14,9,23,0.96
2/23/05,119,0,NA,NA,NA,0.99
2/24/05,119,544,16,5,25,1
2/25/05,119,272,3.5,6,17,0.99
2/26/05,119,0,NA,NA,NA,0.96
2/27/05,119,0,NA,NA,NA,0.91
2/28/05,119,816,21.2,0,16,0.85
3/1/05,119,272,0.1,2,11,0.76
3/2/05,119,0,NA,NA,NA,0.67
3/3/05,119,544,0,-3,12,0.56
3/4/05,119,272,0,-3,13,0.45
3/5/05,119,272,0.7,-3,26,0.34
3/6/05,119,0,NA,NA,NA,0.23
3/7/05,119,0,NA,NA,NA,0.14
3/8/05,119,816,6.7,-2,25,0.07
3/9/05,119,0,NA,NA,NA,0.02
3/10/05,119,0,NA,NA,NA,0
3/11/05,119,816,0,-3,17,0.01
3/12/05,119,0,NA,NA,NA,0.04
3/13/05,119,544,0,1,26,0.1
3/14/05,119,0,NA,NA,NA,0.17
3/15/05,119,544,0,5,28,0.26
3/16/05,119,272,21,7,18,0.35
3/17/05,119,272,2.2,3,8,0.44
3/18/05,119,0,NA,NA,NA,0.54
3/19/05,119,544,0,0,19,0.63
3/20/05,119,0,NA,NA,NA,0.72
3/21/05,119,544,0,3,23,0.8
3/22/05,119,0,NA,NA,NA,0.87
3/23/05,119,544,13.9,10,22,0.93
3/24/05,119,0,NA,NA,NA,0.97
3/25/05,119,544,0,6,26,0.99
3/26/05,119,0,NA,NA,NA,1
3/27/05,119,544,65,11,26,0.98
3/28/05,119,272,25.8,9,19,0.94
3/29/05,119,272,0.1,8,23,0.88
3/30/05,119,272,0,7,31,0.8
3/31/05,119,272,0,13,29,0.7
4/1/05,119,272,8,13,18,0.6
4/2/05,119,272,9,10,22,0.48
4/3/05,119,0,NA,NA,NA,0.37
4/4/05,119,544,0,4,26,0.26
4/5/05,119,0,NA,NA,NA,0.17
4/6/05,119,544,0,10,28,0.09
4/7/05,119,0,NA,NA,NA,0.03
4/8/05,119,544,8.4,15,28,0.01
4/9/05,119,272,0,11,26,0
4/10/05,119,0,NA,NA,NA,0.02
4/11/05,119,0,NA,NA,NA,0.06
4/12/05,119,816,0,2,33,0.12
4/13/05,119,0,NA,NA,NA,0.2
4/14/05,119,544,0.6,7,26,0.28
4/15/05,119,0,NA,NA,NA,0.37
4/16/05,119,544,0,5,22,0.46
4/17/05,119,0,NA,NA,NA,0.56
4/18/05,119,544,0,4,24,0.65
4/19/05,119,0,NA,NA,NA,0.74
4/20/05,119,544,0,7,40,0.82
4/21/05,119,0,NA,NA,NA,0.89
4/22/05,119,544,0,10,35,0.95
4/23/05,119,272,2.9,14,36,0.98
4/24/05,119,0,NA,NA,NA,1
4/25/05,119,0,NA,NA,NA,0.99
4/26/05,119,816,1.3,2,26,0.96
4/27/05,119,272,0.9,14,21,0.9
4/28/05,119,272,0,4,24,0.83
4/29/05,119,0,NA,NA,NA,0.73
4/30/05,119,0,NA,NA,NA,0.62
5/1/05,119,816,12.3,13,29,0.51
