Date,Bay,Buckets,CoffeeCan,SnakeTraps,Precip,Tmin,Tmax,LunarBright,SnakeTrapComments,DayOnly,WeatherComments
11/13/03,eBay,82,42,40,0,16.66666667,28.88888889,0.85,All,0,"BREEZY, CLEAR"
11/14/03,eBay,82,42,40,0,-3.333333333,20,0.78,All,0,"LIGHT CLOUDS, BREEZY"
11/15/03,eBay,82,42,40,0,-1.111111111,18.88888889,0.69,All,0,"BREEZY, CLEAR"
11/16/03,eBay,82,42,40,0,4.444444444,23.33333333,0.6,All,0,CLEAR SUNNY
11/17/03,eBay,82,42,40,0,10,25.55555556,0.5,All,0,CLEAR
11/18/03,eBay,82,42,40,0,13.33333333,28.33333333,0.39,All,0,"PARTLY CLOUDY, BREEZY"
11/19/03,eBay,82,42,40,13,15.55555556,28.88888889,0.29,All,0,RAINY
11/20/03,eBay,82,42,40,0.4,4.444444444,22.22222222,0.19,All,0,CLEAR
11/21/03,eBay,82,42,40,0,2.222222222,23.33333333,0.11,All,0,"CLEAR, DAMP"
11/22/03,eBay,82,42,40,0,3.333333333,25,0.05,All,0,"CLEAR, SUNNY"
11/23/03,eBay,82,42,40,0,3.333333333,23.33333333,0.01,All,0,CLEAR
11/24/03,eBay,82,42,40,0,11.11111111,25.55555556,0,All,0,"OVERCAST, BREEZY"
11/25/03,eBay,82,42,40,0,-2.222222222,21.66666667,0.02,All,0,CLEAR SUNNY
11/26/03,eBay,82,42,40,0.2,1.111111111,15.55555556,0.08,All,0,PARTIAL CLOUD COVER
11/27/03,eBay,82,42,40,0,5.555555556,21.11111111,0.15,All,0,OVERCAST
11/28/03,eBay,82,42,40,0,15.55555556,25.55555556,0.24,All,0,OVERCAST
11/29/03,eBay,82,42,40,3.4,1.111111111,21.11111111,0.34,All,0,CHILLY & WINDY
11/30/03,eBay,82,42,40,0,-5.555555556,17.77777778,0.45,All,0,"CLEAR, BREEZY"
12/1/03,eBay,82,42,40,0,-2.777777778,16.66666667,0.55,All,0,"BREEZY, CLEAR"
12/2/03,eBay,82,42,40,0,7.777777778,21.11111111,0.65,All,0,"BREEZY, CLEAR"
12/3/03,eBay,82,42,40,0,-3.333333333,16.66666667,0.74,All,0,PARTLY CLOUDY
12/4/03,eBay,82,42,40,10,1.111111111,11.11111111,0.82,All,0,RAINING
12/5/03,eBay,82,42,40,2,3.333333333,7.222222222,0.89,All,0,"FOGGY, OVERCAST"
12/6/03,eBay,82,42,40,0.4,-0.555555556,10,0.94,All,0,"BREEZY, CLEAR"
12/7/03,eBay,82,42,40,0,-4.444444444,13.33333333,0.98,All,0,"CLEAR, COOL"
12/8/03,eBay,82,42,40,0,-5,17.77777778,1,All,0,"CLEAR, COOL"
12/9/03,eBay,82,42,40,0,-3.333333333,18.33333333,1,All,0,PARTLY CLOUDY
12/10/03,eBay,82,42,40,3.4,5.555555556,17.77777778,0.98,All,0,CLOUDY
12/11/03,eBay,82,42,40,10.8,2.222222222,18.33333333,0.95,All,0,"BREEZY, CLEAR"
12/12/03,eBay,82,42,40,0,-3.333333333,15.55555556,0.9,All,0,PARTLY CLOUDY
12/13/03,eBay,82,42,40,0.2,-1.111111111,14.44444444,0.83,All,0,"DRIZZLE, OVERCAST"
12/14/03,eBay,82,42,40,16.6,3.333333333,8.333333333,0.75,All,0,"STEADY RAIN, OVERCAST"
12/15/03,eBay,82,42,40,0.3,-5.555555556,5,0.66,All,0,"CALM, CLEAR"
12/16/03,eBay,82,42,40,0,-2.777777778,15.55555556,0.56,All,0,OVERCAST
12/17/03,eBay,82,42,40,5.3,5,17.22222222,0.45,All,0,CLEAR 
12/18/03,eBay,82,42,40,0,-1.111111111,15.55555556,0.34,All,0,CLEAR
12/19/03,eBay,82,42,40,0,4.444444444,14.44444444,0.24,All,0,"WINDY, SUNNY"
12/20/03,eBay,82,42,40,0,-1.666666667,12.22222222,0.15,All,0,"CLEAR, WINDY"
12/21/03,eBay,82,42,40,0,-7.222222222,12.22222222,0.07,All,0,"CLEAR, BREEZY, WARM"
12/22/03,eBay,82,42,40,0,-6.111111111,12.77777778,0.02,All,0,CLEAR
12/23/03,eBay,82,42,40,0,-6.666666667,17.77777778,0,All,0,"CALM, CLEAR"
12/24/03,eBay,82,42,40,3,10,23.33333333,0.01,All,0,"BREEZY, PARTLY CLOUDY"
12/25/03,eBay,82,42,40,0,-4.444444444,18.33333333,0.05,All,0,"MOSTLY CLEAR, SOME HIGH CLOUDS"
12/26/03,eBay,82,42,40,0,-6.666666667,14.44444444,0.11,All,0,CLEAR
12/27/03,eBay,82,42,40,0,-6.666666667,18.33333333,0.19,All,0,CLEAR
12/28/03,eBay,82,42,40,0,-5.555555556,19.44444444,0.28,All,0,CLOUDY
12/29/03,eBay,82,42,40,0,-1.111111111,18.88888889,0.38,All,0,OVERCAST
12/30/03,eBay,82,42,40,0,8.888888889,17.77777778,0.48,All,0,MOSTLY CLEAR 
12/31/03,eBay,82,42,40,0,-4.444444444,17.77777778,0.58,All,0,SUNNY
1/1/04,eBay,82,42,40,0,-5,22.77777778,0.67,All,0,"CALM, CLEAR, WARM"
1/2/04,eBay,82,42,40,0,11.66666667,21.66666667,0.76,All,0,OVERCAST
1/3/04,eBay,82,42,40,0,4.444444444,22.22222222,0.83,All,0,CLOUDY
1/4/04,eBay,82,42,40,0,10,27.22222222,0.9,All,0,"BREEZY, WARM, PARTLY CLOUDY"
1/5/04,eBay,82,42,40,0.4,15.55555556,26.66666667,0.95,All,0,"BREEZY, WARM, OVERCAST"
1/6/04,eBay,82,42,40,1.6,6.666666667,26.66666667,0.98,All,0,"CHILLY, SUNNY"
1/7/04,eBay,82,42,40,0,-7.222222222,12.22222222,1,All,0,"SLIGHT BREEZE, CLEAR"
1/8/04,eBay,82,42,40,0,-8.888888889,8.888888889,1,All,0,PARTLY CLOUDY
1/9/04,eBay,82,42,40,8.2,3.333333333,12.22222222,0.97,All,0,"DRIZZLE, OVERCAST"
1/10/04,eBay,82,42,40,1,1.111111111,6.111111111,0.94,All,0,PARTLY CLOUDY
1/11/04,eBay,82,42,40,0,-6.666666667,8.333333333,0.88,All,0,"SUNNY, CHILLY"
1/12/04,eBay,82,42,40,0.2,-4.444444444,16.66666667,0.8,All,0,"CLEAR, BREEZY"
1/13/04,eBay,82,42,40,0,2.222222222,17.77777778,0.71,All,0,OVERCAST
1/14/04,eBay,82,42,40,0,-2.222222222,18.88888889,0.61,All,0,"SLIGHT BREEZE, CLEAR"
1/15/04,eBay,82,42,40,0,8.888888889,20,0.5,All,0,SUNNY 
1/16/04,eBay,82,42,40,0,-3.888888889,20.55555556,0.39,All,0,CLEAR 
1/17/04,eBay,82,42,40,0,-2.222222222,17.77777778,0.28,All,0,"BREEZY, OVERCAST"
1/18/04,eBay,82,42,40,1.2,8.888888889,23.33333333,0.18,All,0,WINDY & WARM
1/19/04,eBay,82,42,40,0,4.444444444,22.22222222,0.1,All,0,"CLEAR, CALM"
1/20/04,eBay,82,42,40,0,-4.444444444,11.66666667,0.04,All,0,CLEAR
1/21/04,eBay,82,42,40,0,-7.222222222,10.55555556,0.01,All,0,"CLEAR, COOL"
1/22/04,eBay,82,42,40,0,-4.444444444,15.55555556,0,All,0,"SUNNY, BREEZY"
1/23/04,eBay,82,42,40,0,2.222222222,16.66666667,0.03,All,0,"CLEAR, BREEZY"
1/24/04,eBay,82,42,40,0,-4.444444444,15,0.07,All,0,CLEAR
1/25/04,eBay,82,42,40,9.8,3.333333333,21.66666667,0.14,All,0,COLD AS HELL
1/26/04,eBay,82,42,40,29.5,-0.555555556,3.333333333,0.22,All,0,"RAINING, COLD"
1/27/04,eBay,82,42,40,23,0,3.333333333,0.31,All,0,RAINY OVERCAST
1/28/04,eBay,82,42,40,0.3,-2.777777778,10,0.4,All,0,"SUNNY, CLEAR"
1/29/04,eBay,82,42,40,0,-7.777777778,2.222222222,0.5,All,0,"CLEAR, BREEZY"
1/30/04,eBay,82,42,40,0,-4.444444444,10,0.59,All,0,CLEAR
1/31/04,eBay,82,42,40,0,-3.888888889,15.55555556,0.68,All,0,CLEAR
2/1/04,eBay,82,42,40,0,0,12.22222222,0.77,All,0,OVERCAST
2/2/04,eBay,82,42,40,0,0.555555556,11.11111111,0.84,All,0,OVERCAST
2/3/04,eBay,82,42,40,15.1,2.222222222,13.33333333,0.9,All,0,OVERCAST
2/4/04,eBay,82,42,40,0,-4.444444444,14.44444444,0.95,All,0,PARTLY CLOUDY
2/5/04,eBay,82,42,40,0,0,15.55555556,0.98,All,0,"WINDY, OVERCAST"
